id,Rightchamfer,Leftchamfer
0,0.0001,0.0001
1,0.0001,0.645258064516129
2,0.0001,1.290416129032258
3,0.0001,1.935574193548387
4,0.0001,2.5807322580645162
5,0.0001,3.225890322580645
6,0.0001,3.8710483870967742
7,0.0001,4.516206451612903
8,0.0001,5.161364516129032
9,0.0001,5.806522580645161
10,0.0001,6.451680645161289
11,0.0001,7.096838709677419
12,0.0001,7.741996774193548
13,0.0001,8.387154838709677
14,0.0001,9.032312903225806
15,0.0001,9.677470967741934
16,0.0001,10.322629032258064
17,0.0001,10.967787096774194
18,0.0001,11.612945161290321
19,0.0001,12.258103225806451
20,0.0001,12.903261290322579
21,0.0001,13.548419354838709
22,0.0001,14.193577419354838
23,0.0001,14.838735483870966
24,0.0001,15.483893548387096
25,0.0001,16.129051612903226
26,0.0001,16.774209677419353
27,0.0001,17.41936774193548
28,0.0001,18.064525806451613
29,0.0001,18.70968387096774
30,0.0001,19.35484193548387
31,0.0001,20.0
32,0.3226774193548387,0.0001
33,0.3226774193548387,0.645258064516129
34,0.3226774193548387,1.290416129032258
35,0.3226774193548387,1.935574193548387
36,0.3226774193548387,2.5807322580645162
37,0.3226774193548387,3.225890322580645
38,0.3226774193548387,3.8710483870967742
39,0.3226774193548387,4.516206451612903
40,0.3226774193548387,5.161364516129032
41,0.3226774193548387,5.806522580645161
42,0.3226774193548387,6.451680645161289
43,0.3226774193548387,7.096838709677419
44,0.3226774193548387,7.741996774193548
45,0.3226774193548387,8.387154838709677
46,0.3226774193548387,9.032312903225806
47,0.3226774193548387,9.677470967741934
48,0.3226774193548387,10.322629032258064
49,0.3226774193548387,10.967787096774194
50,0.3226774193548387,11.612945161290321
51,0.3226774193548387,12.258103225806451
52,0.3226774193548387,12.903261290322579
53,0.3226774193548387,13.548419354838709
54,0.3226774193548387,14.193577419354838
55,0.3226774193548387,14.838735483870966
56,0.3226774193548387,15.483893548387096
57,0.3226774193548387,16.129051612903226
58,0.3226774193548387,16.774209677419353
59,0.3226774193548387,17.41936774193548
60,0.3226774193548387,18.064525806451613
61,0.3226774193548387,18.70968387096774
62,0.3226774193548387,19.35484193548387
63,0.3226774193548387,20.0
64,0.6452548387096774,0.0001
65,0.6452548387096774,0.645258064516129
66,0.6452548387096774,1.290416129032258
67,0.6452548387096774,1.935574193548387
68,0.6452548387096774,2.5807322580645162
69,0.6452548387096774,3.225890322580645
70,0.6452548387096774,3.8710483870967742
71,0.6452548387096774,4.516206451612903
72,0.6452548387096774,5.161364516129032
73,0.6452548387096774,5.806522580645161
74,0.6452548387096774,6.451680645161289
75,0.6452548387096774,7.096838709677419
76,0.6452548387096774,7.741996774193548
77,0.6452548387096774,8.387154838709677
78,0.6452548387096774,9.032312903225806
79,0.6452548387096774,9.677470967741934
80,0.6452548387096774,10.322629032258064
81,0.6452548387096774,10.967787096774194
82,0.6452548387096774,11.612945161290321
83,0.6452548387096774,12.258103225806451
